203.84 777.947 2218.17
212.115 512.229 2229.2
25.3845 507.202 2254.59
397.858 515.072 2202.65
-250.115 411.419 2311.86
698.1 470.52 2235.58
-408.057 642.554 2176.07
733.257 812.786 2198.35
215.439 268.529 2219.23
112.92 26.4105 2225.78
326.438 31.2946 2195.29
128.456 -482.683 2237.73
349.49 -464.33 2182.61
169.977 -868.375 2345.68
366.742 -861.127 2314.88
203.538 781.672 2216.79
212.116 517.654 2232.04
25.4136 511.961 2259.01
397.822 521.772 2205.04
-252.238 414.488 2308.23
703.601 487.685 2245.14
-373.19 646.115 2214.95
740.575 831.44 2214.16
216.439 274.529 2221.23
115.992 31.9613 2225.51
325.539 37.074 2195.56
131.566 -479.593 2238.68
344.131 -460.251 2178.13
171.704 -861.818 2347.24
364.913 -855.108 2314.16
204.219 788.443 2216.62
212.034 526.64 2234.2
23.4916 518.122 2259.81
399.678 530.016 2207.3
-264.112 464.615 2299.94
706.683 570.279 2249.57
-353.387 722.349 2204.45
818.817 902.368 2256.76
217.439 284.529 2221.23
117.577 42.3127 2222.29
328.835 49.0042 2193.65
131.691 -474.012 2239.94
346.146 -448.4 2185.57
172.269 -860.427 2350.6
364.024 -846.408 2314.48
203.409 803.704 2217.41
205.46 544.184 2237.92
16.3264 528.176 2264.3
394.963 551.635 2209.75
-277.24 509.236 2296.5
708.167 578.422 2253.02
-350.055 775.949 2190.96
815.548 920.957 2254.38
217.439 303.529 2217.23
124.841 59.116 2212.93
334.612 72.4067 2182.83
130.4 -458.935 2239.61
348.047 -423.576 2191.79
169.737 -846.687 2354.81
364.897 -826.1 2315.35
205.487 819.882 2213.01
204.327 536.646 2237.39
17.6315 531.317 2264.99
390.221 555.196 2211.91
-264.966 519.272 2295.57
680.946 582.33 2251.64
-327.93 787.275 2210.81
744.199 882.784 2260.07
216.439 307.529 2220.23
129.035 72.4444 2216.21
327.283 84.8321 2187.99
136.938 -446.896 2239.92
342.866 -404.902 2196.89
183.341 -894.741 2373.74
360.869 -810.447 2321.96
207.019 823.583 2213.56
202.323 546.565 2239.38
19.2639 540.646 2266.63
385.857 564.476 2213.97
-269.344 550.396 2298.81
685.289 600.894 2254.43
-316.052 818.768 2225.18
700.476 946.385 2278.16
215.439 314.529 2222.23
127.958 76.2189 2218.21
326.864 88.6675 2190.11
136.896 -436.65 2238.32
342.383 -402.405 2200.09
183.083 -868.078 2375.83
359.217 -813.361 2306.04
206.519 829.474 2215.24
203.055 559.291 2241.79
17.8591 550.328 2267.17
388.602 574.992 2218.06
-279.813 563.906 2299.55
691.483 617.087 2256.05
-329.115 860.581 2219.11
732.303 960.992 2284.62
216.439 323.529 2222.23
129.008 80.7796 2217.09
330.554 94.2698 2190.36
135.684 -434.41 2234.89
324.808 -399.891 2175.42
182.555 -853.123 2375.51
344.64 -813.392 2274.58
208.563 833.322 2214.27
205.083 565.352 2239.8
20.7947 557.598 2264.16
389.056 580.722 2216.05
-259.639 559.552 2299.34
687.946 617.197 2253.53
-298.374 862.222 2218.27
667.031 975.733 2265.49
217.439 328.529 2220.23
127.911 85.6728 2215.09
331.512 98.3267 2188.37
139.301 -424.603 2227.62
322.035 -398.047 2163.5
179.713 -847.451 2364.62
305.001 -822.816 2176.27
208.457 831.887 2211.04
206.154 562.496 2238.67
22.3267 557.159 2262.97
390.122 577.751 2216
-238.705 555.301 2294.55
691.254 609.503 2253.9
-278.86 801.051 2215.85
681.217 916.995 2269.41
217.439 325.529 2221.23
126.183 81.4985 2216.11
330.677 92.875 2190.35
136.128 -420.162 2232.68
327.112 -407.476 2171.33
177.568 -834.559 2364.89
313.087 -831.237 2217.42
208.255 825.858 2208.73
207.138 562.267 2237.77
23.3941 555.226 2262.97
390.229 573.328 2213.95
-242.413 537.317 2296.9
693.358 592.014 2253.4
-283.733 786.889 2199.39
688.929 956.324 2251.18
216.439 322.529 2221.23
124.527 76.743 2219.17
328.885 87.3196 2191.31
134.215 -418.415 2232.08
325.365 -415.995 2172.54
176.449 -826.022 2362.71
313.968 -839.759 2225.38
208.174 817.523 2209.44
208.174 557.267 2236.66
23.8853 550.756 2260.7
391.511 566.675 2213.85
-246.122 514.065 2297.39
695.989 542.692 2256.61
-290.7 816.992 2181.9
686.928 901.086 2236.47
216.439 315.529 2223.23
122.456 66.9966 2222.19
329.187 76.4613 2196.09
132.185 -425.942 2235.16
347.525 -428.982 2170.87
172.416 -811.414 2356.79
319.939 -851.249 2234.53
208.108 810.659 2210.19
209.17 549.426 2234.62
24.2557 543.535 2262.88
392.305 558.28 2205.5
-242.507 468.508 2294.37
689.465 505.542 2250.13
-297.168 739.961 2190.61
688.596 789.013 2222.3
216.439 308.529 2224.23
120.756 62.0435 2231.51
328.719 70.452 2198.24
131.295 -402.705 2230.46
355.747 -416.041 2180.94
174.461 -806.898 2357.99
320.93 -860.798 2251.7
207.199 803.129 2210.45
208.244 542.041 2233.43
24.6997 536.602 2263.35
390.752 550.062 2203.54
-228.581 418.775 2300.46
681.717 470.974 2246.51
-302.172 680.831 2183.79
685.39 744.598 2197.84
215.439 301.529 2226.23
119.128 55.056 2235.55
326.63 62.5186 2201.29
131.558 -407.96 2232.44
358.555 -414.227 2184.27
175.159 -803.342 2358.29
322.805 -870.906 2261.53
204.949 797.377 2214.45
204.949 536.666 2234.66
18.1786 526.681 2266.07
393.113 540.552 2202.01
-234.372 397.07 2298.48
674.599 432.666 2245.17
-325.041 640.397 2180.05
704.358 739.815 2166.52
213.439 291.529 2227.23
115.082 44.0507 2236.75
327.362 52.0792 2200.86
130.712 -421.741 2233.62
359.778 -415.334 2182.04
174.483 -832.356 2364.94
327.122 -859.003 2263.12
206.524 790.326 2214.99
214.148 526.351 2224.52
28.8122 524.085 2250.84
400.025 529.211 2197.03
-123.403 298.728 2323
611.254 319.851 2256.85
-335.8 471.144 2185.56
741.735 574.501 2123.21
217.439 279.529 2221.23
109.826 34.9545 2235.36
330.679 37.8042 2202.72
125.716 -439.651 2233.24
346.133 -429.946 2200.66
171.929 -850.309 2364.53
342.815 -864.58 2272.55
208.394 778.361 2218.89
217.276 515.467 2226.88
27.2602 510.512 2250.85
407.505 513.035 2202.75
-138.7 289.565 2324.83
635.356 318.867 2256.25
-360.29 401.694 2178
767.08 557.116 2109.63
218.439 265.529 2222.23
105.648 20.5804 2232.49
333.358 22.0363 2204.03
119.471 -454.703 2233.55
356.317 -442.372 2195.68
165.67 -865.245 2363.75
354.172 -870.44 2279.36
209.799 770.29 2221.53
218.439 508.527 2229.3
23.6811 500.403 2256.6
413.439 501.853 2202.73
-147.971 279.117 2327.95
624.536 292.747 2259.49
-380.237 356.539 2153.99
779.171 494.962 2125.4
218.439 257.529 2222.23
104.465 12.3131 2231.44
332.544 13.1811 2200.33
119.846 -466.702 2233.64
358.379 -452.922 2189.57
163.78 -873.35 2360.33
358.379 -882.821 2280.41
211.732 764.737 2224.06
219.439 505.291 2232.62
24.298 497.051 2256.13
416.105 497.531 2207.32
-140.821 270.776 2327.48
613.311 279.304 2262.37
-367.542 308.085 2165.81
764.43 476.752 2115.67
219.439 256.529 2223.23
104.801 13.4968 2227.82
331.754 13.5609 2199.16
119.052 -467.772 2234.4
356.075 -467.337 2183.69
164.754 -868.932 2360.33
361.227 -889.811 2280.55
213.769 763.449 2223.81
220.617 503.222 2230.66
24.4598 495.117 2254.3
416.641 495.047 2205.27
-112.314 250.949 2333.32
601.464 265.787 2262.84
-357.723 280.696 2170.65
779.451 456.57 2101.14
219.439 254.529 2221.23
104.449 11.9001 2226.98
331.24 11.331 2199.33
117.896 -483.42 2237.07
354.658 -473.753 2177.03
163.73 -874.004 2360.62
363.926 -899.042 2283.09
214.588 765.224 2223.79
220.62 504.983 2230.68
23.8965 495.546 2255.34
415.994 496.53 2204.19
-99.339 246.069 2341.5
588.396 265.67 2264.63
-356.171 280.625 2172.46
772.538 446.561 2115.15
219.439 254.529 2221.23
105.274 10.0553 2227
331.314 10.0173 2198.16
118.575 -477.642 2238.08
351.564 -470.356 2163.29
163.929 -874.74 2363.06
365.489 -891.098 2279.67
215.099 764.699 2223.98
219.439 503.479 2231.79
23.9771 494.583 2255.32
414.739 496.655 2206.47
-111.525 248.671 2338.63
598.426 271.814 2263.68
-380.893 322.652 2178.34
777.871 480.994 2132.43
219.439 252.529 2221.23
107.408 6.74838 2224.66
330.517 7.46985 2197.18
120.64 -476.193 2240.1
332.736 -474.107 2181.65
166.202 -875.114 2365.65
364.417 -897.203 2286.91
214.601 771.214 2221.99
217.306 508.913 2228.3
26.5833 502.81 2253.81
407.473 506.847 2202.45
-116.058 258.282 2335.32
599.327 287.998 2256.44
-375.77 350.906 2186.39
771.034 504.328 2146.82
218.439 258.529 2219.23
110.076 11.6407 2224.82
328.172 13.3083 2195.72
123.338 -471.332 2244.71
348.348 -470.909 2190.11
169.345 -868.388 2367.73
364.5 -893.891 2287.03
215.533 763.886 2223.63
217.328 501.79 2228.11
29.2378 497.33 2252.23
405.524 500.741 2203.82
-132.969 264.417 2336.46
621.717 297.868 2256.08
-398.756 375.243 2183.46
778.549 526.339 2150.56
218.439 257.529 2219.23
111.106 16.5793 2223.61
327.104 18.2454 2196.18
124.413 -469.108 2244.68
343.292 -488.198 2193.87
170.705 -862.099 2366.81
363.561 -908.776 2291.16
218.228 764.657 2225.31
217.326 501.158 2228.02
28.1109 496.264 2251.04
405.304 500.454 2204.84
-156.83 308.589 2306.61
650.825 324.788 2242.85
-387.177 469.481 2172.09
777.421 568.571 2162.45
218.439 257.529 2220.23
112.872 15.9224 2224.59
329.394 19.301 2198.48
125.101 -472.122 2243.48
