56.8185 583.625 1212.61
47.3456 354.773 1259.18
-87.5513 353.227 1277.64
182.257 351.005 1241.16
-160.086 143.024 1343.65
274.965 127.46 1367
-247.653 -148.872 1256.59
398.441 -201.312 1255.59
47.877 164.152 1274.72
-40.3876 -28.0123 1302.46
137.217 -29.4748 1278.44
-58.0951 -420.52 1323.78
152.096 -422.644 1283.63
-46.0408 -781.134 1437.63
148.833 -789.56 1375.89
56.4426 581.638 1211.61
46.8126 353.55 1259.16
-87.9313 353.306 1276.34
181.563 351.475 1242.16
-156.445 147.843 1341.49
271.602 129.059 1364.26
-228.617 -151.176 1248.44
367.826 -193.53 1250.85
47.3295 164.592 1273.36
-40.2334 -25.3047 1298.85
135.935 -26.5014 1276.51
-56.1983 -418.554 1322.43
150.666 -420.481 1280.97
-43.2048 -779.828 1436.63
147.517 -787.702 1375.13
56.1444 599.953 1206.73
46.1691 360.881 1258.42
-88.7862 353.404 1275.55
181.184 352.049 1242.45
-158.103 132.473 1345.37
268.606 128.502 1361.68
-191.177 -157.906 1234.44
322.71 -205.199 1231.72
46.8844 164.431 1272.3
-43.6203 -31.8996 1297.38
138.822 -32.8146 1275.01
-59.4337 -445.355 1326.47
153.265 -426.801 1279.77
-44.8764 -825.073 1443.59
150.365 -793.802 1374.8
55.9686 599.963 1200.11
45.4694 359.931 1257.18
-89.8423 352.978 1273.18
180.862 352.378 1242.17
-146.613 124.105 1342.39
260.274 122.395 1354.36
-172.242 -145.758 1232.29
302.875 -209.451 1218.51
46.5602 164.183 1270.49
-43.3253 -32.0117 1294.26
138.634 -32.4146 1273.42
-58.0738 -425.833 1322.9
153.108 -427.248 1278.89
-43.3555 -788.412 1435.47
150.246 -794.851 1374.88
55.9178 600.531 1200.41
42.3834 360.826 1251.99
-93.2524 355.061 1267.29
178.089 354.645 1237.49
-134.442 126.993 1335.11
254.049 120.231 1350.28
-138.511 -145.531 1202.67
272.13 -210.83 1202.22
43.5157 165.582 1265.03
-46.0463 -29.7844 1288.05
135.345 -30.0627 1268.13
-59.3202 -423.354 1320.6
151.38 -424.782 1276.63
-49.3354 -786.91 1430.51
149.291 -792.01 1374.07
53.4906 587.903 1204.06
40.0612 358.377 1249.23
-95.2484 356.754 1260.76
175.333 353.64 1238.11
-130.041 138.281 1329.87
247.903 118.064 1349.7
-124.019 -109.207 1201.59
262.327 -207.732 1198.48
38.9248 170.153 1261.53
-54.8284 -16.295 1281.55
130.414 -18.4273 1266.04
-59.0285 -409.561 1319.72
146.559 -413.16 1273.66
-52.4901 -773.903 1427.27
145.801 -780.276 1371.53
51.7677 588.946 1204.83
39.0446 360.94 1247.61
-97.2009 359.936 1259.05
175.192 354.708 1236.66
-128.489 145.571 1328.83
249.383 108.144 1351.58
-112.072 -110.668 1188.49
268.673 -231.727 1190.34
36.4961 173.073 1260.47
-60.4762 -11.5956 1280.99
128.409 -15.2206 1265.47
-70.578 -405.001 1316.53
141.488 -410.074 1272.72
-57.3601 -769.568 1422.69
140.915 -776.911 1371.63
50.5468 596.58 1204.63
38.4074 364.035 1246.55
-95.889 356.611 1259.06
172.626 353.654 1235.38
-122.018 140.81 1326.93
244.176 112.593 1346.21
-102.493 -102.791 1184.59
267.237 -216.268 1184.41
37.5648 172.458 1260.93
-55.6979 -17.2383 1283.39
129.15 -19.2744 1267.09
-68.6177 -430.941 1318.43
144.793 -415.019 1274.92
-61.9071 -820.086 1430.27
141.86 -782.755 1374.13
48.9319 594.192 1207.65
41.1078 360.621 1251.32
-95.3773 351.907 1267.84
177.236 345.761 1236.32
-113.972 117.832 1274.97
248.829 105.309 1348.13
-83.6376 -135.027 1113.17
299.352 -218.063 1180.68
38.179 167.262 1263.7
-57.2921 -23.2112 1286.73
127.817 -27.3848 1265.33
-72.1112 -435.456 1321.91
150.515 -422.666 1277.88
-74.1754 -824.194 1430.98
148.439 -790.174 1377.95
48.9514 594.175 1207.76
42.2592 358.77 1255.64
-94.8939 350.33 1276.53
179.128 344.397 1236.18
-119.223 110.535 1282.71
250.512 104.629 1350.7
-82.0757 -136.017 1111
321.316 -212.431 1185.82
39.8414 164.757 1267.75
-53.5764 -27.0568 1293.24
128.429 -30.9973 1266.45
-71.9296 -421.59 1323.68
154.395 -435.623 1281.22
-81.8103 -788.718 1424.68
151.726 -828.541 1390.11
49.6719 598.059 1208.07
40.2257 363.268 1253.62
-97.4201 354.128 1273.16
177.761 350.272 1235.54
-122.04 110.157 1292.79
251.625 109.97 1352.49
-92.0419 -122.929 1122.25
344.65 -215.779 1185.07
39.2506 167.991 1266.5
-53.3918 -25.7289 1291.9
129.946 -28.2979 1266.84
-70.733 -420.234 1323.28
151.52 -423.606 1280.46
-88.9582 -788.41 1419.17
151.742 -789.261 1387.12
50.2303 601.295 1208.78
39.9256 364.876 1253.9
-97.7189 356.287 1272.01
177.526 353.406 1237.1
-123.412 110.183 1296.95
252.043 112.528 1352.71
-100.566 -124.606 1125.11
364.772 -200.451 1192.43
39.4992 169.447 1266.67
-52.8138 -24.777 1291.08
130.96 -26.701 1267.77
-69.416 -419.252 1323.23
151.252 -422.142 1279.36
-90.7561 -787.553 1418
